bedrooms,total_area,ceiling_height,floors_total,living_area,floor,is_new_building,has_elevator,has_parking,kitchen_area,has_balcony,city_center_dist,metro_dist,last_price
2,117.9521885875447,2.7349589492333086,23,80.58694495046872,19,1,1,1,20.039679274974958,0,5456.331774884871,9797.304826789372,119752.24
4,158.58491605047624,2.6556362773931035,25,73.06631489625697,1,1,1,0,12.759244299441232,0,17097.062368792176,7821.012851412191,127904.78
3,146.90935301761073,2.599954019953517,32,94.95658317466487,22,0,1,0,18.90940802174104,0,8337.31601552197,2088.9107550448334,122239.67
3,100.65585522295484,2.9318584230351954,10,74.64659521869802,10,1,1,0,13.40894428248454,1,3322.533038671676,2288.6163039695425,108920.71
5,188.36279867794133,2.7927581707442037,5,108.87825036930664,5,0,1,0,21.842455902751016,1,8674.756770210974,3258.296202527454,148957.18
3,80.15986812913204,2.877269557996775,30,44.006789854456414,8,1,1,1,11.862616847692122,1,24946.16502819425,278.1159057941319,96291.07
3,133.5300835752826,2.848404016165035,6,75.10825267790227,4,1,1,0,24.089242101632074,0,32432.960809639997,828.8666491304546,108254.39
3,160.74901908154015,3.003568963750455,7,96.14024913294664,2,1,1,1,27.926139627380312,0,18785.372331535917,7220.566113076623,139884.73
6,190.41195118276062,2.831835652183462,16,90.36174539534765,3,1,1,1,23.36968251322571,1,24568.811977595557,5511.832342938454,181802.04
2,112.66219625568141,2.898249728491378,32,60.07033217175285,10,0,1,0,20.335071277623165,1,26193.028037073094,6990.954752762289,107831.01
2,95.43128546317641,2.780110947109328,16,64.55232371180175,6,1,1,0,14.325294671638227,0,26232.083897588425,7182.602608568022,104161.44
3,96.75244833182478,2.5794601054574153,5,59.53850427298425,5,0,1,1,17.940514541429426,0,39480.93762058398,829.3034150371482,81961.87
1,99.1428839834384,2.709388941700644,6,53.19704470090642,3,0,1,1,8.633694654086328,0,24554.28528702186,9464.152755511132,88737.73
2,82.1012357253478,2.85618547386289,11,63.6947712773749,10,1,1,0,10.731781051336014,0,22076.37670068216,9696.623573506004,87277.91
4,111.56605014212808,2.871981092203511,4,61.74509636528462,4,1,0,1,14.41405040787719,1,34736.0656513598,437.97938999972826,112990.19
1,89.17346128458782,3.011185033382325,14,44.164160393157644,9,1,1,0,10.947863475978437,0,25027.42204359849,771.1799530620117,83943.15
4,199.857870108221,2.6672143297073148,4,103.88051050672122,2,0,0,1,34.91618550494278,1,18596.53466609516,8214.90996054018,172343.28
5,206.93399807992157,2.7906796817751434,34,114.60101706670469,17,1,1,0,31.778704644881905,1,29825.496395869704,6119.248512722806,166704.89
2,103.17726951480697,2.7267521142905293,3,65.30044764728832,3,1,0,1,13.194702113330843,0,9357.258528630073,9917.985077012521,88231.51
3,105.19671903628193,3.042376257545372,8,49.78037484408098,3,0,1,1,15.826356830468203,1,27065.718181957567,2544.396283263329,99740.28
3,133.96977020950155,2.817760746545067,2,100.37413428345772,1,0,0,1,23.532987623918864,0,30805.382647393337,7975.315425530224,101449.78
2,116.29240263831524,2.821206958343895,12,88.04693471848441,5,1,1,0,19.917297124837607,0,25723.280048457018,5294.2746174083395,122857.05
4,134.73063521052228,2.7435812484131588,33,75.64083796549113,9,1,1,1,24.804060562756113,0,7915.587381640088,5596.314907996344,129504.44
2,87.45498577558449,2.7094876250196602,24,63.08647158963161,8,1,1,0,17.291710264192545,0,20842.642522599956,2167.992740502233,96854.46
3,112.01504120347025,2.489239447819966,38,73.91788068615323,4,1,1,0,20.264504497565632,0,32492.72478075194,6106.741666687099,105274.12
5,181.5762966694262,2.522983621301051,25,135.43874069099624,22,0,1,1,17.616690323774307,0,16408.28513638239,4165.688529393925,139781.43
4,142.94229347178413,2.7821920031391048,18,78.18060140763231,16,1,1,0,28.157749557211933,0,37146.95198391821,2284.147919268153,129117.1
3,74.35021378147823,2.7597468480008605,39,49.33750142077273,27,1,1,0,8.907414685306094,1,2402.0682431106816,8386.908446256311,82068.81
8,236.98708616962918,2.7831962158024153,8,112.67389448798745,7,0,1,1,40.26323602589849,1,26770.006411063703,2220.610741782938,224751.38
4,181.67618514814413,2.919450065513856,5,82.35530784283313,3,0,1,1,39.722673209583355,1,9698.028836033109,3073.0974772309655,148327.74
4,165.21546798690508,2.766729039518703,14,124.92672775415127,8,1,1,1,18.86699661103822,0,26124.37543797055,959.8727906856095,138784.67
2,76.17469860816179,2.6873039469173374,38,42.13159531169385,38,0,1,1,8.419714351366189,0,37999.11235740261,6794.637866581543,43315.34
2,66.84749237706396,2.712204280895887,33,40.50247887817392,2,1,1,1,6.505899960126536,0,23211.749887087357,2910.3354150493215,69542.45
3,165.75876691895456,2.7939032249764595,22,88.03825783121532,4,0,1,1,36.07104592916863,1,17757.972636818897,9583.047879770746,146270.21
5,196.09541666224953,2.6815996419151458,38,148.42121071095258,32,1,1,1,26.28469486414122,1,34416.84983911456,7441.073270002904,159440.1
1,84.95689132090851,2.9415908391107326,26,49.66469158788192,2,0,1,0,15.936198305929816,0,18812.357534893126,9021.651622167043,75004.82
2,120.27318501485632,2.747970688479364,10,61.66304733776376,8,0,1,1,9.307451743863442,1,22787.64144579816,2044.5336397945948,107364.32
2,71.17231088766559,2.7952992168971664,1,47.17283043760198,1,0,0,1,6.9082407276350875,0,12629.593091939709,6433.809502891803,56884.07
4,167.2184540006573,2.6030179522643153,2,87.27334520980935,1,1,0,0,13.29013221465767,0,22198.864011222657,8810.424550533915,136798.41
4,151.42497524489625,2.941677673317193,34,81.9574747101009,25,0,1,0,29.125875363542917,1,28774.33673963369,9619.008572438477,111851.79
3,110.87247044284352,3.009013821477357,13,76.00066913037104,13,1,1,0,9.533150345216535,1,20617.110209806753,6537.117929387935,115517.11
3,140.9122410792495,2.5046335165115035,17,95.82032393388967,10,0,1,1,16.909468929509938,1,8828.292492306942,9481.247368675437,106473.79
4,177.93659186572927,2.822160034594882,16,127.07936974187841,1,1,1,0,30.171572567292085,1,1275.971120889823,1561.5122776167082,170268.05
3,122.73160543312395,2.7305760074559915,4,60.56189021055928,3,0,0,0,25.335569589917643,1,9110.615678004502,501.57941980030813,95503.45
2,64.64889750442539,2.8011264503826245,1,36.16427157454879,1,0,0,1,8.490261955091928,1,34085.207155489356,4704.354039073435,58505.15
7,201.85773236879567,2.8313768577069154,30,147.09932765415286,3,0,1,1,30.04625639621197,1,38390.08655334503,3241.404621829039,173292.2
1,90.34723443004904,2.3477079563029397,28,49.35683656921189,27,0,1,1,6.697968328553219,0,22715.745664166687,9267.376827901118,79417.77
4,116.2271870333699,2.88670762180413,10,82.40790501193423,4,0,1,0,16.258543102690822,0,33248.384962615935,259.2355097745872,117441.82
5,157.37281573247625,2.950231593698365,5,96.80432382132106,5,1,1,0,24.96051527670177,1,2355.736017913173,3238.793905592014,146922.32
4,160.6755665708825,2.9704648889615544,21,122.03999938735386,21,0,1,1,13.671644882708916,0,34216.818732252796,3562.49655789725,116331.17
2,83.78982201889914,2.5799680147177453,4,48.237983486885774,2,0,0,0,18.197916845567452,1,11844.403338193042,7158.479714241735,94635.0
3,160.15827146472293,2.744424904559862,12,124.4589943306515,5,0,1,1,11.316567592678357,1,7430.489682879881,118.41377087211417,144454.79
1,73.05263384800313,2.652995152536998,29,43.291147033082645,26,1,1,1,8.044380101373283,1,11444.784995365095,8514.041307513848,86171.36
2,81.8612209030378,2.4052557649126456,7,57.645239094210574,5,1,1,1,13.28961559702377,0,20171.7272210032,9351.043710338055,111144.6
3,91.70308204146107,2.638303301121087,31,47.531366798257025,16,0,1,1,13.26446066149527,1,23708.403987283065,4892.723842016163,74277.04
3,144.1513051168912,2.554860534866462,36,91.64798451518665,32,0,1,0,15.262711748743651,1,774.9435684735663,1170.9487386687658,125179.19
2,104.35573032092903,2.8102147399018307,8,58.28760671778536,3,1,1,1,22.75091120764196,0,14048.717005878178,602.003955965798,95111.38
1,53.02766591129692,2.4563393770326227,27,24.09865038444858,19,0,1,0,5.214295791481628,1,28326.434234583892,2658.5229809700486,47212.82
1,79.114228092811,2.5736812697376745,31,47.70950411101507,11,1,1,0,12.28270421030006,1,30137.294810937965,1432.316484199753,61393.9
2,134.44589145642163,2.656496455364564,21,68.61765297824878,2,1,1,0,11.748233128665968,0,9758.104327358766,5079.173691997188,122048.8
4,157.65271351651603,2.88862884044276,12,123.83696893599627,5,0,1,0,12.36327749126699,0,10235.736372547266,4160.746032682697,131795.54
4,152.73423994278735,3.249999490161282,40,111.95512480604883,6,0,1,1,21.8686052051029,0,27346.819097089807,1998.4456227313888,128084.64
2,82.40934313240219,2.8045561918705197,13,58.414527348027356,13,1,1,1,15.715874596077361,0,24578.211330192684,8348.416364886201,62761.08
3,118.82325974937976,2.5642200548923837,10,72.32370330145353,3,1,1,1,17.787515729271483,1,20138.10571262345,6042.952400319423,126543.31
1,111.15186540911891,2.6277620355266857,5,60.098334024184275,5,0,1,0,12.676266176059627,0,22088.14382236777,6300.341377302554,83947.57
3,112.52492412503577,2.868450454536214,37,63.41084052461257,30,0,1,1,8.159120805226264,1,20228.478618337635,6865.08165679734,130524.46
2,98.20659429341325,2.507719194118844,10,51.217435404722664,4,0,1,0,20.729429726425142,1,16584.966206371955,8661.617154939557,80149.85
2,91.1726990362464,2.9474094742352355,6,58.63872713160147,5,1,1,1,9.279802474470294,0,31621.038519925536,6781.792218089707,83330.69
8,282.6518519269377,2.7992137378328783,2,207.45140523406198,1,1,0,0,44.14619949032069,1,35599.11023013753,1416.5235839473305,227809.72
4,156.64196767022588,2.7274871276119743,12,80.76362844103726,3,1,1,1,11.329747275520276,0,25773.81405257935,3892.6866735683834,129631.53
3,146.49031984607913,2.4467204888406067,27,66.15379899867631,22,0,1,1,12.390251550062892,1,11154.880956979396,5263.897298976346,142192.02
2,75.77263643427739,2.915669681967774,28,37.428824318109186,11,1,1,1,7.238213464598642,1,38989.8482807492,1933.6797515999606,70459.66
2,59.81899336406259,2.6129075917016746,35,36.568921027401416,6,0,1,0,5.195104901828175,1,3984.81505662124,9408.364111623987,55663.12
3,139.29732200339967,2.7776646014580098,27,63.590426991781975,4,0,1,1,20.840697296138348,1,38106.36254511571,2597.959752216345,123517.79
3,115.93602703274513,2.7217111539266394,2,68.53485860825539,2,1,0,0,15.020441210190905,0,22461.856370030942,7743.47379553456,103902.81
5,160.51925062045592,2.4649160009965927,34,78.47871654676494,17,1,1,1,30.529598110726486,1,28551.28802660773,9520.8919277552,151314.28
6,259.79272894956307,2.7084765995443787,11,126.7056542461119,5,0,1,0,22.713840895944283,1,17230.10814201906,2820.6230222923896,192185.31
3,109.86476456368547,2.5321488843455264,39,76.84093861129938,15,0,1,1,14.794411362473754,1,14604.962878139819,4611.01295072665,114556.14
3,140.48593622528574,2.632636519418537,14,112.36402672523401,2,1,1,1,18.858500404388113,0,9320.476160237775,2563.043328920799,125028.31
1,42.48333587251207,2.827900300762957,1,22.00928091769794,1,0,0,0,4.444681794331226,1,4933.500086590476,8242.692073997749,26379.79
2,51.948578692587944,2.8764427965497625,16,27.55125032333042,16,1,1,1,4.384159918915976,0,12854.582481878937,7972.909204056901,75435.15
4,107.14377856513042,2.7467155652926145,19,59.330479718409514,5,1,1,1,7.671432613504175,1,10553.343554733443,8943.931769526902,115442.7
5,151.96151793361835,2.5908902554199833,33,110.13992563337223,13,1,1,1,11.066473380457582,1,21581.22216039939,720.7270185153453,145315.65
2,101.29737518246546,2.6334659525224433,23,63.51981749509957,19,0,1,1,13.147766683381926,1,34360.80357736654,7426.496414984286,94450.11
2,59.511669974332115,2.6303409246400804,2,38.66693120481535,1,1,0,0,4.650336708084998,1,3802.043844372944,5838.52030231359,67639.79
4,154.4281315055427,2.3653284036641513,2,99.03128651010626,2,1,0,1,19.94958718596683,1,30005.849840325234,4292.491222394449,118499.23
6,199.38961595628854,2.7631868321036586,25,155.14106712459497,14,1,1,1,27.039511047561394,1,11068.264635520884,8905.848565794664,181541.87
2,82.80604922369018,2.450106460947654,4,38.272835005300664,3,1,0,0,11.328521124245496,1,25822.895299222113,8686.768540200841,80525.36
5,171.76740829640016,2.763715227633586,22,86.78899771696557,20,0,1,0,16.961743120604325,0,25276.823887319897,7027.38203024371,140396.2
4,118.05574241895623,2.4873016525991947,36,68.91380521513986,4,1,1,1,17.0953325817069,1,29631.412031417825,1803.4920082021977,116978.52
2,71.12427752098034,2.532874203917597,34,44.15472242320819,13,1,1,1,9.164191917122508,1,1101.8725502577322,2670.261097762327,117497.35
3,132.0242805829658,2.8703508135094435,26,64.67577975779633,10,0,1,1,28.83793778789374,0,554.438418988596,1645.191371750648,139982.11
6,218.69810864465484,2.7544224907735044,13,166.7812292091509,11,1,1,1,16.79718536991927,1,7165.03262264422,2636.792989096128,187936.29
5,219.70448650266422,2.410728376170479,21,150.99204431742947,10,1,1,0,17.154916534059993,1,39225.03385010854,7754.325570796208,164161.67
3,137.07855499228336,2.6494164159202356,5,93.2134173947527,3,1,1,0,16.449426599074002,0,13996.142391723633,3402.6576220711895,139257.94
3,137.28452997815435,2.7971507375405253,30,106.98314810075526,9,0,1,1,15.087961246236892,1,25197.49707480779,2897.897743187823,129989.79
3,123.81282779528735,2.6385276879175845,6,77.92613088931988,4,1,1,1,12.080166414698986,0,12666.299359926794,2564.070246554317,139006.93
3,119.10515144385415,2.6882326841938458,3,89.15650455535948,2,1,0,0,23.96071552616788,0,19769.146314349447,599.696004337744,101410.62
3,91.73911874542816,2.7939330416343138,26,64.93882937460009,14,1,1,0,13.752553014526413,0,17796.931061045838,3468.1220738260367,92055.43
5,191.73711543688603,2.7580465816239546,23,110.47468087716015,15,0,1,0,31.13205813787808,0,7928.234782448714,1035.1065880438496,140860.12
4,164.25514923653088,2.571393867269026,22,111.70536857515808,20,0,1,1,11.693997879868059,0,14649.977632053284,5663.016489985394,142518.98
2,108.38273567379133,2.754014412549793,20,84.91371111195049,18,1,1,1,11.82592757381582,0,8030.371086351546,1930.802797485229,105271.29
2,133.14735857147463,2.698277994376962,24,95.52033620486283,14,1,1,1,14.497143915052035,1,11547.231874897461,2789.8850485196167,121185.21
4,104.69358279073008,3.060341309295645,18,73.10692598809212,18,0,1,1,19.27763033591153,0,16982.789708905388,4835.749958531653,110365.68
1,42.30923162681972,2.731445099149731,6,22.324678574348788,3,0,1,0,5.408509140670095,0,31923.976009926744,3872.8411615518676,36256.92
1,83.05915332789178,2.7742950818541194,23,61.53810906388852,1,1,1,1,13.008333573203757,1,8258.693389648135,3282.9066667527845,102775.31
1,82.07539693316623,2.7967615254947162,2,48.12758986448952,2,1,0,1,17.218231263409294,1,8231.829792162505,9570.252460264845,85648.5
4,134.40812349825813,2.691985156874139,3,89.84205522387404,3,1,0,0,29.260859821201347,0,10270.717757469722,677.6508781116055,128782.4
1,51.81936581942651,2.620413887109914,23,35.61050064658476,2,1,1,1,4.617074471606658,1,31678.937124289925,8815.519917387948,49607.78
6,219.3038259223521,2.8327581851103822,29,138.23476731507063,10,1,1,0,33.636835279496296,1,10268.835187313567,9292.50241101525,181928.26
2,126.40130388769623,2.834230233728993,4,64.20615378283635,2,1,0,1,22.103959257860073,0,32868.39701809505,9682.254398409128,112197.03
5,213.0354362693676,3.1248637736342038,16,147.86996032201242,9,0,1,0,39.9032240446037,1,13245.1972643098,8634.418064887106,190507.95
3,115.21896603469513,2.8836347721188824,38,61.81898644258451,11,0,1,0,23.967414834658847,1,12465.312956996333,8117.50230596076,106729.43
4,128.5477013571548,2.8866702738143744,32,69.78566728548633,24,0,1,1,23.042250425064115,1,15441.95397474469,2443.5625902930237,120146.97
2,110.52552549949226,2.87919237170575,33,54.64128030643454,19,0,1,1,19.17510432328197,1,18200.982946215092,1883.4721527204254,116512.54
3,125.44357016336394,2.625741964599226,27,83.66832649545411,24,1,1,1,9.798980696053267,1,17081.271320385942,6066.94911139001,122414.22
1,56.33022453523359,2.523564709751389,8,27.663323160799777,7,0,1,1,8.54658355122057,1,16077.629770603502,5401.462816045429,53426.57
3,90.31178794532133,2.5693533247789624,16,51.55230661231299,5,1,1,0,14.43316159375612,1,39911.90702538136,7236.690376279762,86142.31
4,155.14023731465562,2.873834983950452,24,118.11334651621664,14,1,1,0,27.068036978152392,1,27878.172185836946,1263.0176125977557,141887.84
5,224.65643498135836,3.0058927798390056,27,136.71986540527243,17,1,1,0,35.38439818880851,1,35324.03849578962,2932.1853245551433,170879.4
3,117.80451690835832,2.8821204990286,6,89.89387621053648,3,1,1,1,15.481576883892762,0,35798.30276378707,6755.125249117635,111210.2
3,153.2352895559692,2.719951690208293,39,95.38144972894165,38,0,1,0,21.930823237938448,1,17364.014761349063,6157.633470682718,107465.37
2,86.29245152036657,3.0518014149443395,38,44.23280589236422,3,0,1,1,18.56132842430404,1,31120.63405553176,3551.29711563477,76227.74
3,135.4449723130433,2.6701422025466877,2,96.92719797963338,2,0,0,0,16.16746720312342,1,19094.972482836358,1566.089269982293,106632.91
3,143.61172186902428,2.5433324100188246,24,82.39099317881188,24,1,1,1,26.95140287015199,0,23989.971740768324,8592.9175772339,130890.12
3,96.21808438049223,2.7955385459596185,6,75.84329996921012,3,1,1,1,15.502274588931398,0,29513.046612691578,8328.216560782497,77106.89
1,64.83737236256083,2.9825348913417606,13,35.12533713224868,4,1,1,1,8.855140821021159,1,23481.396648522215,1547.4573496740284,77511.69
3,101.4119926489384,2.598115976938897,36,74.81685962356889,2,1,1,0,13.401369329356568,1,20536.153073833266,7518.0489282857625,110023.07
5,209.43969363013917,2.4431371178350485,28,130.44974831567322,4,1,1,1,31.538265587601586,1,967.7094536101629,1504.9939977356748,208593.43
4,203.96641250043436,2.756786800772308,15,151.90322962920158,4,0,1,1,38.74726996145515,1,38805.70138168222,4569.210486939747,175991.75
4,171.9995323624258,2.888858641843568,1,88.41854070111937,1,0,0,1,15.191432677525391,1,2000.3646135311726,4714.551737138879,148306.66
6,180.91267084481984,2.2163780507329456,34,121.53423206453463,29,1,1,0,37.37630578698701,0,5251.671601896601,4077.9728017445973,193173.23
3,135.95346648946412,2.925926291814295,12,66.56485386624,10,0,1,0,25.30393481480249,0,2177.693585786761,3487.4309475731347,109959.53
1,56.154268700704165,2.5039765161329886,25,41.101024560358766,23,0,1,0,6.870712873398652,1,25235.013434206612,4728.813127343566,44323.46
2,75.85226827109295,2.8804693571326334,10,40.38972242918598,4,0,1,1,5.425503161445076,0,12454.00752972536,7146.226525650477,76737.47
2,115.74990273831251,2.3905938171523493,32,69.40959323525975,10,0,1,1,9.929473308120754,1,35804.102879313796,3377.3793533688754,105866.15
2,94.3974446535058,2.4845266635063075,14,64.15169248766716,12,0,1,0,8.652403831864191,0,23911.52460276347,5843.341420149769,85145.96
2,70.61102331626154,2.861369315039702,30,43.593489007983415,17,1,1,1,6.0398553945616955,0,31370.318269793057,3650.407522116679,52739.01
4,138.48413020205356,2.968838513807531,4,100.07056102812194,1,0,0,1,11.82887775085699,0,6236.123405125852,9713.739135386468,110695.83
2,89.25832154010159,2.7483545671033065,25,61.6649753109424,20,1,1,0,19.103224572819496,0,16719.71889322161,6868.964543555561,96811.5
5,163.116141263537,3.181161998139012,39,80.8472127234681,4,1,1,1,27.528948472264435,0,25165.601864967844,8537.48828590834,140719.19
5,153.7007847344413,2.5659327376512975,19,110.77399748555077,1,1,1,1,29.678977372455698,1,7917.316037126417,4377.766854784922,152248.16
2,61.17160174890538,2.5636338267932373,19,36.594002816774704,18,1,1,0,9.446245021176194,0,15589.423636222858,2637.8452574221374,75038.4
2,120.8626392925882,2.69560105049716,28,79.67448939048472,28,0,1,1,19.69126809962531,0,30301.127122330898,881.9659799903146,105764.44
6,192.31060197110207,2.6870346195969206,35,101.11703372468239,25,0,1,0,38.87553973206771,1,27446.5124272259,8188.82490592225,165768.28
3,108.56409148059089,2.8010267914219042,33,64.9302351850692,11,1,1,0,11.86555358846257,0,36125.154009881924,7011.577062669139,110586.31
4,157.20419260283964,2.616286055162418,3,115.70329054463899,1,1,0,1,27.381621315520604,1,22548.700605041668,8230.13244385508,147517.4
3,152.49565967541275,2.852151899207318,12,103.69704857928068,6,0,1,1,18.29947916104953,1,8670.870071133257,6823.518030526243,121711.45
2,97.88468766846913,2.8478496239117788,34,66.56158761455902,18,1,1,0,11.746162520216295,1,35210.09308420716,474.07288474803653,97100.29
4,117.32780832211881,3.0404085988657386,39,81.54647493236084,2,0,1,1,16.027827591310825,1,38499.97724523056,4306.0536634695945,114682.35
4,152.07526024222668,2.661720140387884,27,72.63397816868323,18,0,1,0,30.187977991788618,1,19681.544825608187,3382.10843388164,132288.29
3,165.14201295897803,2.8106547666577146,1,99.89798018766602,1,1,0,1,24.0411982703579,1,3836.6411597832125,4391.945105859768,164411.28
3,134.864605867428,2.8590515747567715,28,69.80253704907275,2,0,1,0,14.657476049434024,1,10489.642216428001,6713.340289180306,118390.58
7,197.54236966192892,2.7486987019258495,38,137.12701831594637,19,1,1,1,21.264223319917413,1,30210.176509617693,5705.726220954525,178889.01
4,187.84080639581464,2.7119000496400028,33,95.13759281749495,4,0,1,1,25.87788441424766,1,509.06435652391957,6392.729379516074,155556.72
1,86.40983939349375,2.378523128480742,29,68.44969911117246,2,1,1,0,9.39130465468351,0,12143.181261606584,2183.7566201830737,107647.36
4,145.15534010485743,2.7650108234328545,22,75.20316571982397,8,0,1,0,10.813607831613586,1,15075.131670231507,5012.431680757003,113449.28
2,46.54822092933978,2.8571897386169582,37,21.805504919438803,22,1,1,0,3.9953291763543186,0,31641.724015815576,2428.149698008308,55362.11
1,60.0721042188843,2.7395931265982885,26,44.76822000821692,24,1,1,0,11.857213369367681,1,17763.347933106656,5160.133916038824,64823.74
4,125.65955785403746,2.6091904854284347,21,65.44286328176722,2,1,1,1,25.430517960807414,0,21259.210268344166,3020.7388041321083,110470.79
1,61.98263218441157,2.447741283657893,36,28.41311515813365,19,0,1,1,12.455817675126811,0,27028.13139355173,2249.7030998128685,68750.97
5,168.39465748722023,2.8315504279831107,1,108.08026111225811,1,1,0,1,25.773956058017934,1,31504.61670611946,9409.108417033285,153048.21
8,172.660596316647,2.755963450046086,6,117.40920549531997,5,0,1,1,20.71927155799764,1,13854.709998846565,2753.2827217290105,165010.19
7,191.66550946536017,3.000191219648497,34,104.19400476062405,12,1,1,0,27.765411621575474,0,7287.459030160354,6296.756813211943,169704.52
4,137.78986696590795,2.489108532739695,3,81.7166999045814,3,0,0,1,19.205386947258766,1,7688.143920156323,6301.497603022798,128751.16
1,73.51805681027369,2.6653444521501046,36,39.18574308114539,17,0,1,0,10.37761212617188,0,6825.866941021008,5809.200022678634,65211.76
6,252.55768801173133,2.5121647617564715,40,162.97414644150453,1,0,1,0,27.305726514297977,0,5020.516467184216,7215.803740127377,208173.55
2,118.99966468748102,2.934557428805804,11,66.99398018074503,3,1,1,1,19.280980806328987,1,17915.366476847852,6122.723818776479,132011.34
5,205.24859943259113,2.9730265866687904,36,134.84365702565708,16,1,1,1,28.189390719748765,0,7733.104679013121,8511.267255868464,159114.73
2,126.824832203229,3.096065042699394,22,78.28989811166048,14,1,1,0,27.419357512678435,1,31409.354713435565,352.2400070189909,122178.87
1,92.09951971284545,2.843856431071307,21,71.3882114988747,4,1,1,0,8.822876978386732,1,502.2646561454413,830.3083650758758,122151.21
7,202.28704955156365,2.8920684592201957,37,138.46672420371644,19,0,1,0,16.487535190244547,0,38164.15177573759,5585.772206741013,178455.5
4,133.27402102691764,2.8284950763261802,32,91.81352860920772,26,1,1,1,16.34885382354464,1,1022.2154572544713,4056.630204613111,147696.16
3,123.62387125329869,2.8531590390417167,36,76.6793594529676,14,0,1,1,12.650738186251397,1,13350.675850046267,2199.252443143604,127250.1
4,107.40344310709902,2.7588337800569085,36,59.72713833059582,8,1,1,0,23.498336164561593,1,30285.294783253263,3592.4361422705683,96002.85
